SHIP 663381 224128 640278 220834 25000 10 5 30 255 153 153 "Bjarni_Sæmundsson"
STAT 671 5 -3 663615 215451 663716 214461 2215 #
STAT 526 11 -4 650948 262619 650822 263530 4324 # 109  mín frá ( 526-13-4 )\\
STAT 526 2 -4 650108 261476 650099 262421 2020 # 154  mín frá ( 526-11-4 )\\
STAT 476 2 -2 650059 262344 645670 262160 1415 # 81  mín frá ( 526-2-4 )\\
STAT 476 11 -2 645542 261491 645192 261500 667 # 99  mín frá ( 476-2-2 )\\
STAT 476 3 -2 645649 262119 645866 261326 396 # 108  mín frá ( 476-11-2 )\\
STAT 525 1 -3 650312 260156 650232 255232 381 # töluvert af benthosi \\  \\ 120  mín frá ( 476-3-2 )\\
STAT 525 3 -3 650054 254816 650052 253876 244 # Töluvert af benthos ígulker og rækja\\  \\ 95  mín frá ( 525-1-3 )\\
STAT 475 3 -1 645603 254050 645548 253121 254 # töluvert benthos ígulker o.fl.\\  \\ 111  mín frá ( 525-3-3 )\\
PORT 645500 234000 "Ólafsvík" 1 # 
STAT 524 1 -3 651329 244246 651528 244201 296 # 970  mín frá ( 475-3-1 )\\
STAT 524 11 -3 651463 245086 651071 245247 1556 # 65  mín frá ( 524-1-3 )\\
STAT 524 12 -3 651044 250000 650647 250006 661 # 207  mín frá ( 524-11-3 )\\
STAT 474 31 -2 645300 240558 645121 240427 10654 # 254  mín frá ( 524-12-3 )\\
STAT 474 4 -4 644222 241509 643863 241074 1621 # 125  mín frá ( 474-31-2 )\\
PORT 640278 220834 "Hafnarfjörður" 1 # 
SHIP 651837 132441 651701 135483  25000 10 5 30 255 204 153 "Gullver"
STAT 512 7 -1 651719 130004 651716 125064 997 #
STAT 512 11 -1 651500 124981 651501 124099 876 # 97  mín frá ( 512-7-1 )\\
STAT 512 13 -3 651240 124599 650900 125299 465 # 101  mín frá ( 512-11-1 )\\
STAT 513 2 -4 650660 130289 650270 130279 600 # 113  mín frá ( 512-13-3 )\\
STAT 512 3 -3 650390 124890 650290 123960 596 # 113  mín frá ( 513-2-4 )\\
STAT 462 18 -2 645850 122629 645450 122745 902 # 142  mín frá ( 512-3-3 )\\
